대학명,지역,전형구분,전형명,학과명,모집인원,전형요소_반영비율,수능최저,원서접수,비고
목원대학교,대전,수시,(학생부교과),실기교과,3,교과90%,,,
목원대학교,대전,수시,(학생부교과),학년도 대학,2,교과90%,,,
