대학명,지역,전형구분,전형명,학과명,모집인원,전형요소_반영비율,수능최저,원서접수,비고
가톨릭관동대학교,강원,수시,*「지방자치법」 제3조에 의한 읍‧면 또는 「도서‧벽지 교육진흥법」 제2조에 의한 도서‧벽지 전형요소 수능 학생부교과 한국사 가산점,전 교육과,2,확인필요,,,
가톨릭관동대학교,강원,수시,*「지방자치법」 제3조에 의한 읍‧면 또는 「도서‧벽지 교육진흥법」 제2조에 의한 도서‧벽지 전형요소 수능 학생부교과 한국사 가산점,자연과학 간호학과,5,확인필요,,,
가톨릭관동대학교,강원,수시,*「지방자치법」 제3조에 의한 읍‧면 또는 「도서‧벽지 교육진흥법」 제2조에 의한 도서‧벽지 전형요소 수능 학생부교과 한국사 가산점,에 준하는 교육과,7,확인필요,,,
