대학명,지역,전형구분,전형명,학과명,모집인원,전형요소_반영비율,수능최저,원서접수,비고
동명대학교,부산,수시,주요 2027년 10월 중 지역인재: 2026.10.26.(월)~10.27.(화),학년도 대학,420,학생부 교과 70%,,,
동명대학교,부산,수시,학생부교과 간호학과,학년도 대학,2,학생부 교과 70%,,,
