대학명,지역,전형구분,전형명,학과명,모집인원,전형요소_반영비율,수능최저,원서접수,비고
인제대학교,경남,수시,자. 2027년 2월 이전 졸업자(2015 개정 교육과정 이수자) 등의 학생부 교과 성적 산출 방법은 추후 수시모집요강을,번 모두 파울하면 최하점을 부,1,확인필요,,,
인제대학교,경남,수시,자. 2027년 2월 이전 졸업자(2015 개정 교육과정 이수자) 등의 학생부 교과 성적 산출 방법은 추후 수시모집요강을,최하점을 부,1,확인필요,,,
