대학명,지역,전형구분,전형명,학과명,모집인원,전형요소_반영비율,수능최저,원서접수,비고
수원대학교,경기,수시,학생부교과 학생부교과 면접위주 수능,성악과,10,확인필요,,,
수원대학교,경기,수시,대 상 면접위주교과전형 / 고교추천전형 / 재외국민전형 / 북한이탈주민전형,학업계획 및 포부,3,확인필요,,,
