대학명,지역,전형구분,전형명,학과명,모집인원,전형요소_반영비율,수능최저,원서접수,비고
한국외국어대학교,서울,수시,10 정시 수능(일반전형),학교생활기록부 교과,731,확인필요,,,
한국외국어대학교,서울,수시,* 전형방법 변경: 학생부 교과 70% + 서류(교과종합평가) 30%,학생부,288,학생부 교과 70%,,,
한국외국어대학교,서울,수시,* 전형방법 변경: 학생부 교과 70% + 서류(교과종합평가) 30%,학생부,449,학생부 교과 70%,,,
