대학명,지역,전형구분,전형명,학과명,모집인원,전형요소_반영비율,수능최저,원서접수,비고
성결대학교,경기,수시,국내 고등학교 졸업(예정)자로서 2년(4개 학기) 이상 국내고교 학생부 교과 성적이 있는 자 또는,학교생활기록부,2,확인필요,,,
성결대학교,경기,수시,정시 일반전형 40% ∙윗몸 일으키기(회),학교생활기록부,2,확인필요,,,
