대학명,지역,전형구분,전형명,학과명,모집인원,전형요소_반영비율,수능최저,원서접수,비고
창신대학교,경남,수시,학생부교과 CSU면접 전 모집단위 40% 400 280,CSU면접 전형과,3,학생부교과 CSU면접 전 모집단위 40%,,,
창신대학교,경남,수시,평가방식 학생부교과 평가는 입학사정관 2인 이상의 독립적 정성 종합평가 실시,모집단위 간호학과,20,학생부교과 CSU면접 전 모집단위 40%,,,
